input_index,premises_nl,premises_fol,conclusion_nl,conclusion_fol,original_label,obf_premises_nl,obf_premises_fol,obf_conclusion_nl,obf_conclusion_fol,obf_label
11,"['All rabbits are cute. ', 'Some turtles exist. ', 'An animal is either a rabbit or a squirrel.', 'If something is skittish, then it is not still.', 'All squirrels are skittish.', 'Rock is still.']","['∀x (Rabbit(x) → Cute(x))', '∃x (Turtle(x))', '∀x (Rabbit(x) ∨ Squirrel(x))', '∀x (Skittish(x) → ¬Still(x))', '∀x (Squirrel(x) → Skittish(x))', 'Still(rock)']","If Rock is cute and still, then Rock is a turtle and skittish.",Cute(rock) ∧ Still(rock) → Turtle(rock) ∧ Skittish(rock),FALSE,"['It is not the case that there exists a rabbit that is not cute.', 'If it is not true that not some things that are turtles exist, then it is not true that nothing exists.', 'For every x, it is not the case that x is not an animal or (x is not a rabbit and x is not a squirrel).', 'For all that which is true, if it is not still, then it might not be that skittishness is absent.', 'If something is such that it is not a squirrel, then it is not the case that it is skittish is false.', 'It is the case that if skittishness does not preclude stillness, then it is not that rock is not still.']","['¬∃x (Rabbit(x) ∧ ¬Cute(x))', '¬¬(∃x (Turtle(x)))', '∀x ¬(¬Animal(x) ∨ (¬Rabbit(x) ∧ ¬Squirrel(x)))', '∀x (¬¬Still(x) ∨ ¬Skittish(x))', '∀x (¬Squirrel(x) → ¬¬Skittish(x))', '¬(¬Still(rock) ∧ ¬Skittish(rock))']","If Rock is cute and still, then Rock is a turtle and skittish.",Cute(rock) ∧ Still(rock) → Turtle(rock) ∧ Skittish(rock),FALSE
13,"['""Stranger Things"" is a popular Netflix show.', 'If a Netflix show is popular, Karen will binge-watch it.', 'If and only if Karen binge-watches a Netflix show, she will download it.', 'Karen does not download ""Black Mirror"".', '""Black Mirror"" is a Netflix show.', 'If Karen binge-watches a Netflix show, she will share it to Lisa.']","['NetflixShow(strangerThings) ∧ Popular(strangerThings)', '∀x ((NetflixShow(x) ∧ Popular(x)) → BingeWatch(karen, x))', '∀x ((NetflixShow(x) ∧ BingeWatch(karen, x)) ↔ Download(karen, x))', '¬Download(karen, blackMirror)', 'NetflixShow(blackMirror)', '∀x ((NetflixShow(x) ∧ BingeWatch(karen, x)) → Share(x, lisa))']","""Black Mirror"" is popular.",Popular(blackMirror),FALSE,"[""The entity recognized as 'Stranger Things' and the condition of widespread acclaim are both attributable to the same streaming platform identifier."", 'For every conceivable element, the happening of mass approval and its alignment with the criteria of a streaming title provide a situation where the individual Karen seeks unbroken observance.', ""A streaming service entity corresponds with Karen's observance exactly when and only when it also corresponds with her act of digital storage."", ""The situation that involves Karen refraining from digital storage concerning the entity 'Black Mirror' is true."", ""The title 'Black Mirror' holds the designation of being a streaming service rendering."", ""In all cases, the condition of Karen's observance regarding a streaming entity implies that such an entity is conveyed to Lisa.""]","['¬(NetflixShow(strangerThings) ∧ ¬Popular(strangerThings))', '¬∃x (NetflixShow(x) ∧ Popular(x) ∧ ¬BingeWatch(karen, x))', '∀x [¬(NetflixShow(x) ∧ BingeWatch(karen, x)) ∨ Download(karen, x)] ∧ [¬Download(karen, x) ∨ (NetflixShow(x) ∧ BingeWatch(karen, x))]', '¬¬(¬Download(karen, blackMirror))', '¬¬NetflixShow(blackMirror)', '¬∀x (NetflixShow(x) ∧ BingeWatch(karen, x) ∧ ¬Share(x, lisa))']","""Black Mirror"" is popular.",Popular(blackMirror),FALSE
14,"[""Beijing is the capital of the People's Republic of China. "", ""Beijing is the world's most populous national capital city."", 'Beijing is located in Northern China.', 'Beijing hosted the 2008 Summer Olympics and 2008 Summer Paralympics Games.', 'Beijing has hosted both the Summer and Winter Olympics, along with the Summer and Winter Paralympics', ""Many of Beijing's 91 universities consistently rank among the best in the Asia-Pacific and the world.""]","['CapitalOf(beijing, prx)', 'MostPopulousNationalCapitalCity(beijing)', 'InNorthernChina(beijing)', 'Hosted(beijing, summer2008olympic) ∧ Hosted(beijing, summer2008paralympicgames)', 'Hosted(beijing, summerolympic) ∧ Hosted(beijing, winterolympic) ∧ Hosted(beijing, summerparalympicgames)  ∧ Hosted(beijing, winterparalympicgames)', '∃x (BeijingUniversity(x) ∧ ConsistentlyRankAmongTheBest(x))']",Beijing has hosted both the 2008 Summer Olympics and a winter olympics.,"Hosted(beijing, summer2008olympic) ∧ Hosted(beijing, winterolympic)",TRUE,"[""In a state of it being not the case that Beijing lacks the quality of being the capital of the People's Republic of China, the contrary is indeed true."", ""In assuming an alternate scenario where Beijing fails to exist as the world's most populous national capital, it is inevitable that an anomaly must have occurred in reality."", 'If one were to deny the Northern location of Beijing within the realm of China, then one must also reject the truth of the opposite condition.', ""Absent the event where Beijing didn't stand as host to the 2008 Summer Olympics coupled with the Summer Paralympics of the same year, it is logically sound that both occurred."", 'Suppose it not the case that Beijing was the host of both versions of the Olympic events along with their Paralympic counterparts; in reality, the opposite holds, harmonizing these truths.', ""The notion holding untrue that none of Beijing's 91 institutions be found ranking among the apex within the Asia-Pacific, contradicts established truths so that the contrary holds firm.""]","['¬¬CapitalOf(beijing, prx)', '¬(MostPopulousNationalCapitalCity(beijing) → ⊥)', 'InNorthernChina(beijing) ∨ ¬InNorthernChina(beijing)', '¬(¬Hosted(beijing, summer2008olympic) ∨ ¬Hosted(beijing, summer2008paralympicgames))', '¬(¬Hosted(beijing, summerolympic) ∨ ¬(Hosted(beijing, winterolympic) ∧ ¬(Hosted(beijing, summerparalympicgames) ∧ Hosted(beijing, winterparalympicgames))))', '¬∀x (BeijingUniversity(x) → ¬ConsistentlyRankAmongTheBest(x))']",Beijing has hosted both the 2008 Summer Olympics and a winter olympics.,"Hosted(beijing, summer2008olympic) ∧ Hosted(beijing, winterolympic)",TRUE
16,"['All aliens are extraterrestrial.', 'If someone is from Mars, then they are aliens.', 'No extraterrestrial is human.', 'Everyone from Earth is a human.', 'Marvin cannot be from Earth and from Mars.', 'If Marvin is not from Earth, then Marvin is an extraterrestrial.']","['∀x (Alien(x) → Extraterrestrial(x))', '∀x (FromMars(x) → Alien(x))', '∀x (Extraterrestrial(x) → ¬Human(x))', '∀x (FromEarth(x) → Human(x))', '¬FromEarth(marvin) ∧ ¬FromMars(marvin)', '¬FromEarth(marvin) → Extraterrestrial(marvin)']",Marvin is neither a human nor from Mars.,¬Human(marvin) ∧ ¬FromMars(marvin),TRUE,"['It is not the case that there exists an alien which is not extraterrestrial.', 'If it is not the case that someone is an alien, then it is not true that they are from Mars.', 'For every being, if it is true that the being is not human, then the being is definitely extraterrestrial.', 'If an individual is human, it can be deduced that they might not be from Earth.', 'Marvin is not both a non-Earth inhabitant and a Mars resident.', 'Either Marvin is from Earth, or it is true that Marvin is extraterrestrial.']","['¬∃x (¬Alien(x) ∨ Extraterrestrial(x))', '∀x (¬Alien(x) ∨ ¬FromMars(x))', '∀x (¬Human(x) → Extraterrestrial(x))', '¬∀x (Human(x) → FromEarth(x))', '¬(FromEarth(marvin) ∧ FromMars(marvin))', '¬FromEarth(marvin) ∨ Extraterrestrial(marvin)']",Marvin is neither a human nor from Mars.,¬Human(marvin) ∧ ¬FromMars(marvin),TRUE
17,"['A person is either a Grand Slam champion or an Oscar-nominated actor.', 'All people who are Grand Slam champions are professional tennis players.', 'All Oscar-nominated actors are celebrities.', 'All professional tennis players are athletes.', 'If a person is a celebrity then they are well paid.', 'If a person is an athlete then they are famous.', 'All well-paid people live in tax havens.', 'If Djokovic is famous and is an athlete, then Djokovic lives in well paid.']","['∀x (GrandSlamChampion(x) ⊕ OscarNominatedActor(x))', '∀x (GrandSlamChampion(x) → ProfessionalTennisPlayer(x))', '∀x (OscarNominatedActor(x) → Celebrity(x))', '∀x (ProfessionalTennisPlayer(x) → Athlete(x))', '∀x (Celebrity(x) → WellPaid(x))', '∀x (Athlete(x) → Famous(x))', '∀x (WellPaid(x) → LivesInTaxHaven(x))', 'Famous(djokovic) ∧ Athlete(djokovic) → LivesInTaxHaven(djokovic)']",Djokovic lives in a tax haven.,LivesInTaxHaven(djokovic),TRUE,"[""It's not true that not every individual can be found in the category of those achieving either a Grand Slam or possessing an Oscar nomination."", 'Unless someone is not a champion of the Grand Slam, they must not be found outside the circle of professional tennis playing.', ""It can't be the case that a person is Oscar-nominated without also fitting the description of a celebrity."", 'It is not the case that there exists a person who is both a tennis player and not an athlete.', 'Not being well paid ensures that an individual is not a celebrity.', 'To be free from the consequence of being famous, one must escape the identity of an athlete.', 'Non-existence of those who thrive financially without finding a residence in tax havens is assumed.', 'If Djokovic is not located outside the realm of notoriety and also fits being an athlete, then it cannot be that Djokovic is not found within the domain of being well paid.']","['¬¬∀x ¬(¬GrandSlamChampion(x) ∧ ¬OscarNominatedActor(x))', '¬GrandSlamChampion(x) ∨ ¬¬ProfessionalTennisPlayer(x)', '¬(OscarNominatedActor(x) ∧ ¬Celebrity(x))', '¬∃x (ProfessionalTennisPlayer(x) ∧ ¬Athlete(x))', '¬WellPaid(x) → ¬Celebrity(x)', '¬Famous(x) ∨ ¬Athlete(x)', '¬∃x (WellPaid(x) ∧ ¬LivesInTaxHaven(x))', '¬(¬Famous(djokovic) ∨ ¬Athlete(djokovic)) → ¬¬LivesInTaxHaven(djokovic)']",Djokovic lives in a tax haven.,LivesInTaxHaven(djokovic),TRUE
18,"['A person is either a Grand Slam champion or an Oscar-nominated actor.', 'All people who are Grand Slam champions are professional tennis players.', 'All Oscar-nominated actors are celebrities.', 'All professional tennis players are athletes.', 'If a person is a celebrity then they are well paid.', 'If a person is an athlete then they are famous.', 'All well-paid people live in tax havens.', 'If Djokovic is famous and is an athlete, then Djokovic lives in well paid.']","['∀x (GrandSlamChampion(x) ⊕ OscarNominatedActor(x))', '∀x (GrandSlamChampion(x) → ProfessionalTennisPlayer(x))', '∀x (OscarNominatedActor(x) → Celebrity(x))', '∀x (ProfessionalTennisPlayer(x) → Athlete(x))', '∀x (Celebrity(x) → WellPaid(x))', '∀x (Athlete(x) → Famous(x))', '∀x (WellPaid(x) → LivesInTaxHaven(x))', 'Famous(djokovic) ∧ Athlete(djokovic) → LivesInTaxHaven(djokovic)']",Djokovic does not live in a tax haven.,¬LivesInTaxHaven(djokovic),FALSE,"['A human is encapsulated within the dichotomous states of being an owner of Grand Slam accolades or being bestowed with Oscar nominations for acting performances.', 'Any individual possessing Grand Slam accolades inherently belongs to the cohort identifiable as professional practitioners of tennis.', 'Performer with Oscar nomination accolades falls under the categorization of the celebrity echelon.', 'Every practitioner of professional tennis activity is subsumed under the class known as athletes.', 'Occupation of celebrity status implicates a condition of financial remuneration surpassing typical expectations.', 'Fame attributed to an athletic vocation implies notoriety in conjunction with athletic status.', 'Individuals achieving the threshold of financial reward preferentially establish residences in jurisdictions with favorable fiscal regimes.', 'Should Djokovic embody fame concurrent with athletic prominence, then inhabitation within realms of financial reward necessarily follows.']","['∀x ¬(¬GrandSlamChampion(x) ∧ ¬OscarNominatedActor(x))', '¬∃x ¬(GrandSlamChampion(x) → ProfessionalTennisPlayer(x))', '¬∃x ¬(OscarNominatedActor(x) → Celebrity(x))', '∀x (¬Athlete(x) ∨ ProfessionalTennisPlayer(x))', '∀x (¬WellPaid(x) ∨ Celebrity(x))', '∀x (Famous(x) ∨ ¬Athlete(x))', '¬∃x ¬(LivesInTaxHaven(x) ← WellPaid(x))', '¬(¬Famous(djokovic) ∨ ¬Athlete(djokovic) ∨ LivesInTaxHaven(djokovic))']",Djokovic does not live in a tax haven.,¬LivesInTaxHaven(djokovic),FALSE
19,"['Diamond Mine is a professional wrestling stable, formed in WWE.', 'Roderick Strong leads Diamond Mine.', 'Diamond Mine includes the Creed Brothers, and Ivy Nile.', 'Imperium has a feud with Diamond Mine.']","['ProfessionalWrestlingStable(diamondmine) ∧ FormedIn(diamondmine, wwe)', 'Leads(roderickstrong, diamondmine)', 'Includes(diamondmine, creedbrothers) ∧ Includes(diamondmine, ivynile)', 'HasFeud(imperium, diamondmine)']",Roderick strong leads a professional wrestling stable.,"∃x (Leads(roderickstrong, x) ∧ ProfessionalWrestlingStable(x))",TRUE,"['It is not the case that Diamond Mine is not a professional wrestling stable formed in WWE, or Diamond Mine is a professional wrestling stable and Diamond Mine was formed there.', 'It is not the case that Roderick Strong leads Diamond Mine only if it is not the case that Diamond Mine exists.', 'It is neither the case that Diamond Mine fails to include the Creed Brothers nor that it omits Ivy Nile, despite not excluding both.', 'If Imperium does not have a feud with Diamond Mine, then either the feud does not exist, or Imperium and Diamond Mine are in dispute.']","['¬¬(ProfessionalWrestlingStable(diamondmine) ∨ ¬FormedIn(diamondmine, wwe)) ↔ (¬¬ProfessionalWrestlingStable(diamondmine) ∧ ¬¬FormedIn(diamondmine, wwe))', '¬(¬Leads(roderickstrong, diamondmine) ∧ ¬¬Leads(roderickstrong, diamondmine)) ∨ ¬¬(Leads(roderickstrong, diamondmine) ∧ ¬Exists(diamondmine))', '¬(¬Includes(diamondmine, creedbrothers) ∧ ¬Includes(diamondmine, ivynile)) ↔ (Includes(diamondmine, creedbrothers) ∨ Includes(diamondmine, ivynile))', '¬HasFeud(imperium, diamondmine) → (¬HasFeud(imperium, diamondmine) ∨ HasFeud(imperium, diamondmine))']",Roderick strong leads a professional wrestling stable.,"∃x (Leads(roderickstrong, x) ∧ ProfessionalWrestlingStable(x))",TRUE
20,"['Diamond Mine is a professional wrestling stable, formed in WWE.', 'Roderick Strong leads Diamond Mine.', 'Diamond Mine includes the Creed Brothers, and Ivy Nile.', 'Imperium has a feud with Diamond Mine.']","['ProfessionalWrestlingStable(diamondmine) ∧ FormedIn(diamondmine, wwe)', 'Leads(roderickstrong, diamondmine)', 'Includes(diamondmine, creedbrothers) ∧ Includes(diamondmine, ivynile)', 'HasFeud(imperium, diamondmine)']",Imperium doesn't have a feud with a professional wrestling stable that includes Ivy Nile.,"∀x (ProfessionalWrestlingStable(x) ∧ Includes(x, ivynile) → ¬HasFeud(imperium, x))",FALSE,"['It is not the case that if Diamond Mine is not a professional wrestling stable or it was not formed in WWE, then a contradiction arises.', 'If it is not the case that Roderick Strong does not lead Diamond Mine, then Roderick Strong leads, or an impossibility occurs.', 'If Diamond Mine includes the Creed Brothers, it is not not the case that it includes Ivy Nile as well.', 'It is not that Imperium does not avoid having a feud with Diamond Mine, unless there exists a case where Imperial peace is violated.']","['¬(¬ProfessionalWrestlingStable(diamondmine) ∨ ¬FormedIn(diamondmine, wwe) → ⊥)', '¬(¬Leads(roderickstrong, diamondmine) → Leads(roderickstrong, diamondmine) ∨ ⊥)', '(Includes(diamondmine, creedbrothers) → ¬¬Includes(diamondmine, ivynile))', '¬(¬¬HasFeud(imperium, diamondmine) ∨ ¬¬∃y(HasFeud(imperium, y)))']",Imperium doesn't have a feud with a professional wrestling stable that includes Ivy Nile.,"∀x (ProfessionalWrestlingStable(x) ∧ Includes(x, ivynile) → ¬HasFeud(imperium, x))",FALSE
21,"['Symphony No. 9 is a music piece.', 'Composers write music pieces.', 'Beethoven wrote Symphony No. 9.', 'Vienna Music Society premiered Symphony No. 9.', 'Vienna Music Society is an orchestra.', 'Beethoven leads the Vienna Music Society.', 'Orchestras are led by conductors.']","['MusicPiece(symphony9)', '∀x ∀y ((MusicPiece(x) ∧ Writtenby(x, y)) → Composer(y))', 'Writtenby(symphony9, beethoven)', 'Premiered(viennamusicsociety, symphony9)', 'Orchestra(viennamusicsociety)', 'Lead(beethoven, viennamusicsociety)', '∀x ∀y ((Orchestra(x) ∧ Lead(y, x)) → Conductor(y))']",Beethoven is a composer.,Composer(beethoven),TRUE,"['It is not the case that Symphony No. 9 does not belong to the category of music compositions.', 'The denial of the existence of any entity composing a non-music piece implies the negation of any composer status.', 'The absence of Beethoven as the writer of Symphony No. 9 is false.', 'The untruth of the Vienna Music Society premiering Symphony No. 9 would erroneously imply its non-premiere.', 'The Vienna Music Society is not a non-orchestra.', 'The truth: Beethoven does not not lead the Vienna Music Society.', 'Negating the absence of a conductor negates the absence of an orchestra led by someone.']","['¬¬MusicPiece(symphony9)', '¬∃x ¬∃y (¬(MusicPiece(x) ∧ Writtenby(x, y)) ∨ ¬Composer(y))', '¬¬Writtenby(symphony9, beethoven)', '¬¬Premiered(viennamusicsociety, symphony9)', '¬¬Orchestra(viennamusicsociety)', '¬¬Lead(beethoven, viennamusicsociety)', '¬∃x ¬∃y (¬(Orchestra(x) ∧ Lead(y, x)) ∨ ¬Conductor(y))']",Beethoven is a composer.,Composer(beethoven),TRUE
22,"['Symphony No. 9 is a music piece.', 'Composers write music pieces.', 'Beethoven wrote Symphony No. 9.', 'Vienna Music Society premiered Symphony No. 9.', 'Vienna Music Society is an orchestra.', 'Beethoven leads the Vienna Music Society.', 'Orchestras are led by conductors.']","['MusicPiece(symphony9)', '∀x ∀y ((MusicPiece(x) ∧ Writtenby(x, y)) → Composer(y))', 'Writtenby(symphony9, beethoven)', 'Premiered(viennamusicsociety, symphony9)', 'Orchestra(viennamusicsociety)', 'Lead(beethoven, viennamusicsociety)', '∀x ∀y ((Orchestra(x) ∧ Lead(y, x)) → Conductor(y))']",Some orchestras premiered music pieces.,"∃x ∃y (Orchestra(x) ∧ MusicPiece(y) ∧ Premiered(x, y))",TRUE,"['It is not the case that Symphony No. 9 is not a piece within the realm of music.', 'If it is not the case that for every composition x, y being involved with x implies y is a composer, then something is amiss.', 'It is neither the case that Beethoven did not write Symphony No. 9, nor is it that Symphony No. 9 was composed by someone other than Beethoven.', 'In a situation where Vienna Music Society did not premiere Symphony No. 9, it would not be accurate to say that Vienna Music Society actually premiered it.', 'If it were the case that Vienna Music Society was not classified as an orchestra, then it is not that Vienna Music Society could deceptively be one.', 'In the absence of Beethoven leading the Vienna Music Society, it cannot be reconciled that Beethoven is considered as leading it.', 'Supposing orchestras are led by individuals and given any entity x that leads, if x does not conduct orchestras, then the assertion of orchestras being led stands challenged.']","['¬¬MusicPiece(symphony9)', '¬¬(∀x ∀y ((MusicPiece(x) ∧ Writtenby(x, y)) → Composer(y)))', '¬(¬Writtenby(symphony9, beethoven) ∧ ¬Writtenby(symphony9, beethoven))', '¬(Premiered(viennamusicsociety, symphony9) → ¬Premiered(viennamusicsociety, symphony9))', '¬(¬Orchestra(viennamusicsociety) ∨ ¬¬Orchestra(viennamusicsociety))', '¬(¬Lead(beethoven, viennamusicsociety) ∧ Lead(beethoven, viennamusicsociety))', '¬(∃x ∃y (Orchestra(x) ∧ Lead(y, x) ∧ ¬Conductor(y)))']",Some orchestras premiered music pieces.,"∃x ∃y (Orchestra(x) ∧ MusicPiece(y) ∧ Premiered(x, y))",TRUE
23,"['Symphony No. 9 is a music piece.', 'Composers write music pieces.', 'Beethoven wrote Symphony No. 9.', 'Vienna Music Society premiered Symphony No. 9.', 'Vienna Music Society is an orchestra.', 'Beethoven leads the Vienna Music Society.', 'Orchestras are led by conductors.']","['MusicPiece(symphony9)', '∀x ∀y ((MusicPiece(x) ∧ Writtenby(x, y)) → Composer(y))', 'Writtenby(symphony9, beethoven)', 'Premiered(viennamusicsociety, symphony9)', 'Orchestra(viennamusicsociety)', 'Lead(beethoven, viennamusicsociety)', '∀x ∀y ((Orchestra(x) ∧ Lead(y, x)) → Conductor(y))']",Beethoven is not a conductor.,¬Conductor(beethoven),FALSE,"['The entity known as Symphony No. 9 cannot be anything other than a creation of musical nature if it is not the case that it lacks properties of a music piece.', 'For any entity that fails to embody the properties of being unwritten by a composer, it must necessarily follow that within universal contexts, it is not possible for such an entity to be a music piece.', 'It is not the case that if Beethoven had not been involved in committing Symphony No. 9 to creation, it would still stand that Symphony No. 9 was written by someone else.', 'It is required that for any scenario in which Vienna Music Society has not premiered Symphony No. 9, one would find that such a piece has not been seen publicly through any other entity.', 'One could assert without contradiction that should the Vienna Music Society fail to meet the criteria of an orchestra, it can be concluded that no such orchestral identity exists within.', 'If Beethoven does not fulfill the role of guiding the Vienna Music Society, then it cannot be the case that Vienna Music Society is led by someone other than Beethoven.', 'It is the case that if an orchestra fails to be led by a conductor, then what follows is that the entity known as the leader is not a conductor.']","['¬¬MusicPiece(symphony9) ∧ ¬¬(True ∨ ¬MusicPiece(symphony9))', '¬∃x(¬∃y(Writtenby(x, y)) → (¬Composer(y) ∧ ¬MusicPiece(x)))', '¬©¬(BeethovenNotInvolved → SymphonyWrittenBySomeoneElse) ∨ Writtenby(symphony9, beethoven)', '∀x ¬(Premiered(viennamusicsociety, symphony9) → ¬¬PublicViewingThroughOther(x))', '¬(Orchestra(viennamusicsociety) ∨ ¬True) ∨ ¬¬NoOrchestralIdentity', '(Lead(beethoven, viennamusicsociety) ∨ ¬¬True) ∧ ¬∀x(¬someoneElse(x))', '¬∃x(Orchestra(x) ∧ ¬Conductor(y)) ∨ Lead(y, x)']",Beethoven is not a conductor.,¬Conductor(beethoven),FALSE
24,"[""All of Zaha Hadid's design styles are timeless."", 'No mass product design is timeless.', ""Either Zaha Hadid's design style or Kelly Wearstler's design style. "", ""All of Kelly Wearstler's design styles are evocative."", ""All of Kelly Wearstler's design styles are dreamy."", 'If a design by Max is timeless, then a design by Max is a mass product design and evocative.']","['∀x (ZahaHadidDesignStyle(x) → Timeless(x))', '∀x (MassProductDesign(x) → ¬Timeless(x))', '∀x (ZahaHadidDesignStyle(x) ∨ KellyWearstlerDesignStyle(x)) ', '∀x (KellyWearstlerDesignStyle(x) → Evocative(x))', '∀x (KellyWearstlerDesignStyle(x) → Dreamy(x))', 'Timeless(aDesignByMax) → MassProductDesign(aDesignByMax) ∧ Evocative(aDesignByMax)']",A design by Max is evocative and dreamy.,Evocative(aDesignByMax) ∧ Dreamy(aDesignByMax),TRUE,"['It is not the case that there exists something which is a design style by Zaha Hadid and is not timeless.', 'It is not the case that there exists a mass product design that is timeless.', ""It is not the case that neither Zaha Hadid's design style nor Kelly Wearstler's design style exists."", 'For all x, if x is a Kelly Wearstler design style, then it is not the case that x is not evocative.', 'For every design by Kelly Wearstler, if it is not dreamy, then it is not a Kelly Wearstler design style.', 'It is not the case that a design by Max is timeless without also being a mass product design or being evocative.']","['¬∃x (ZahaHadidDesignStyle(x) ∧ ¬Timeless(x))', '¬∃x (MassProductDesign(x) ∧ Timeless(x))', '¬(¬∃x ZahaHadidDesignStyle(x) ∧ ¬∃x KellyWearstlerDesignStyle(x))', '∀x (KellyWearstlerDesignStyle(x) → ¬¬Evocative(x))', '∀x (¬Dreamy(x) → ¬KellyWearstlerDesignStyle(x))', '¬(¬Timeless(aDesignByMax) ∧ ¬(MassProductDesign(aDesignByMax) ∨ Evocative(aDesignByMax)))']",A design by Max is evocative and dreamy.,Evocative(aDesignByMax) ∧ Dreamy(aDesignByMax),TRUE
25,"[""All of Zaha Hadid's design styles are timeless."", 'No mass product design is timeless.', ""Either Zaha Hadid's design style or Kelly Wearstler's design style. "", ""All of Kelly Wearstler's design styles are evocative."", ""All of Kelly Wearstler's design styles are dreamy."", 'If a design by Max is timeless, then a design by Max is a mass product design and evocative.']","['∀x (ZahaHadidDesignStyle(x) → Timeless(x))', '∀x (MassProductDesign(x) → ¬Timeless(x))', '∀x (ZahaHadidDesignStyle(x) ∨ KellyWearstlerDesignStyle(x)) ', '∀x (KellyWearstlerDesignStyle(x) → Evocative(x))', '∀x (KellyWearstlerDesignStyle(x) → Dreamy(x))', 'Timeless(aDesignByMax) → MassProductDesign(aDesignByMax) ∧ Evocative(aDesignByMax)']",A design by Max is either evocative or dreamy.,Evocative(aDesignByMax) ⊕ Dreamy(aDesignByMax),FALSE,"['There does not exist a design style by Zaha Hadid that is not timeless.', 'It is not the case that all mass product designs are not lacking timelessness.', ""It is not the case that neither Zaha Hadid's design style nor Kelly Wearstler's design style."", 'For any design that is under Kelly Wearstler’s style, it is evocative, or it is not a design style by Kelly Wearstler.', 'If it is not the case that a design is dreamy, then it is not a design style by Kelly Wearstler.', 'If it is the case that a design by Max is timeless, then the design by Max is a mass product design, or it is not the case that the design by Max is non-evocative.']","['¬∃x (ZahaHadidDesignStyle(x) ∧ ¬Timeless(x))', '¬¬∀x (MassProductDesign(x) → ¬¬Timeless(x))', '¬(¬ZahaHadidDesignStyle(x) ∧ ¬KellyWearstlerDesignStyle(x))', '∀x (¬KellyWearstlerDesignStyle(x) ∨ Evocative(x))', '∀x (¬Dreamy(x) → ¬KellyWearstlerDesignStyle(x))', '¬(Timeless(aDesignByMax) ∧ ¬(MassProductDesign(aDesignByMax) ∨ ¬¬Evocative(aDesignByMax)))']",A design by Max is either evocative or dreamy.,Evocative(aDesignByMax) ⊕ Dreamy(aDesignByMax),FALSE
